,conformer,molecule_name,xyz,xyz_reduced,atom_index,attached_atom,neighboring_atoms,fragment,netcharge,multiplicity,smiles_orig,smiles_reduced
10,-6.xyz,C#C_CSC,"13

C      2.478550    3.237320   -0.258160
C      2.150260    2.316640    0.459630
H      2.770090    4.054970   -0.895630
H      1.858710    1.498990    1.097100
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
","12

C      2.478550    3.237320   -0.258160
C      2.150260    2.316640    0.459630
H      1.858710    1.498990    1.097100
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
",2,C,"['C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3C80>,0,,[H]C([H])([H])SC([H])([H])[H].[H]CC[H],[H]C([H])([H])SC([H])([H])[H].[H]CC
11,-6.xyz,C#C_CSC,"13

C      2.478550    3.237320   -0.258160
C      2.150260    2.316640    0.459630
H      2.770090    4.054970   -0.895630
H      1.858710    1.498990    1.097100
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
","12

C      2.478550    3.237320   -0.258160
C      2.150260    2.316640    0.459630
H      2.770090    4.054970   -0.895630
H      1.858710    1.498990    1.097100
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
",10,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3DD0>,0,,[H]C([H])([H])SC([H])([H])[H].[H]CC[H],[H]C([H])SC([H])([H])[H].[H]CC[H]
12,1.xyz,C#C_CSC,"13

C      3.009090    3.644260   -0.465340
C      2.680810    2.723580    0.252450
H      3.300640    4.461910   -1.102810
H      2.389260    1.905930    0.889920
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
","12

C      3.009090    3.644260   -0.465340
C      2.680810    2.723580    0.252450
H      3.300640    4.461910   -1.102810
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
",3,C,"['C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3820>,0,,[H]C([H])([H])SC([H])([H])[H].[H]CC[H],[H]C([H])([H])SC([H])([H])[H].[H]CC
13,1.xyz,C#C_CSC,"13

C      3.009090    3.644260   -0.465340
C      2.680810    2.723580    0.252450
H      3.300640    4.461910   -1.102810
H      2.389260    1.905930    0.889920
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
","12

C      3.009090    3.644260   -0.465340
C      2.680810    2.723580    0.252450
H      3.300640    4.461910   -1.102810
H      2.389260    1.905930    0.889920
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
",7,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3F90>,0,,[H]C([H])([H])SC([H])([H])[H].[H]CC[H],[H]C([H])SC([H])([H])[H].[H]CC[H]
14,10.xyz,C#C_CSC,"13

C      3.691220    4.167470   -0.731710
C      3.362930    3.246790   -0.013920
H      3.982770    4.985120   -1.369180
H      3.071390    2.429140    0.623560
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
","12

C      3.691220    4.167470   -0.731710
C      3.362930    3.246790   -0.013920
H      3.982770    4.985120   -1.369180
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
",3,C,"['C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D39E0>,0,,[H]C([H])([H])SC([H])([H])[H].[H]CC[H],[H]C([H])([H])SC([H])([H])[H].[H]CC
15,10.xyz,C#C_CSC,"13

C      3.691220    4.167470   -0.731710
C      3.362930    3.246790   -0.013920
H      3.982770    4.985120   -1.369180
H      3.071390    2.429140    0.623560
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.542210    0.984440   -0.645310
H      0.553140   -0.790620   -0.403800
","12

C      3.691220    4.167470   -0.731710
C      3.362930    3.246790   -0.013920
H      3.982770    4.985120   -1.369180
H      3.071390    2.429140    0.623560
C     -0.479200    1.908480    1.923500
S      0.363550    0.334530    1.690700
C      0.086550    0.154660   -0.079230
H     -0.405510    2.181120    2.989730
H     -1.545760    1.839260    1.650970
H     -0.013800    2.708050    1.322930
H     -0.989750    0.115650   -0.317270
H      0.553140   -0.790620   -0.403800
",11,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3820>,0,,[H]C([H])([H])SC([H])([H])[H].[H]CC[H],[H]C([H])SC([H])([H])[H].[H]CC[H]
16,-4.xyz,C1CCCCC1_CCCOC,"33

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.536090   -0.514590    1.740330
C     -0.135790    0.739470    2.294590
C      0.572160    1.285240    3.519470
O      1.883920    1.682380    3.149990
C      2.598740    2.183100    4.259120
H      1.577610   -0.291490    1.453850
H     -0.001980   -0.883870    0.851100
H      0.543960   -1.311480    2.502900
H     -0.157540    1.533010    1.523050
H     -1.182440    0.517320    2.578510
H      0.024570    2.152490    3.935950
H      0.627290    0.511270    4.309010
H      2.105650    3.068940    4.693590
H      2.709950    1.420110    5.047850
H      3.602800    2.475790    3.908690
","32

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.536090   -0.514590    1.740330
C     -0.135790    0.739470    2.294590
C      0.572160    1.285240    3.519470
O      1.883920    1.682380    3.149990
C      2.598740    2.183100    4.259120
H      1.577610   -0.291490    1.453850
H     -0.001980   -0.883870    0.851100
H      0.543960   -1.311480    2.502900
H     -0.157540    1.533010    1.523050
H     -1.182440    0.517320    2.578510
H      0.024570    2.152490    3.935950
H      0.627290    0.511270    4.309010
H      2.105650    3.068940    4.693590
H      2.709950    1.420110    5.047850
H      3.602800    2.475790    3.908690
",9,C,"['C', 'C', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3740>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
17,-4.xyz,C1CCCCC1_CCCOC,"33

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.536090   -0.514590    1.740330
C     -0.135790    0.739470    2.294590
C      0.572160    1.285240    3.519470
O      1.883920    1.682380    3.149990
C      2.598740    2.183100    4.259120
H      1.577610   -0.291490    1.453850
H     -0.001980   -0.883870    0.851100
H      0.543960   -1.311480    2.502900
H     -0.157540    1.533010    1.523050
H     -1.182440    0.517320    2.578510
H      0.024570    2.152490    3.935950
H      0.627290    0.511270    4.309010
H      2.105650    3.068940    4.693590
H      2.709950    1.420110    5.047850
H      3.602800    2.475790    3.908690
","32

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.536090   -0.514590    1.740330
C     -0.135790    0.739470    2.294590
C      0.572160    1.285240    3.519470
O      1.883920    1.682380    3.149990
C      2.598740    2.183100    4.259120
H      1.577610   -0.291490    1.453850
H     -0.001980   -0.883870    0.851100
H     -0.157540    1.533010    1.523050
H     -1.182440    0.517320    2.578510
H      0.024570    2.152490    3.935950
H      0.627290    0.511270    4.309010
H      2.105650    3.068940    4.693590
H      2.709950    1.420110    5.047850
H      3.602800    2.475790    3.908690
",25,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3820>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C([H])C([H])([H])C([H])([H])OC([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
18,-4.xyz,C1CCCCC1_CCCOC,"33

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.536090   -0.514590    1.740330
C     -0.135790    0.739470    2.294590
C      0.572160    1.285240    3.519470
O      1.883920    1.682380    3.149990
C      2.598740    2.183100    4.259120
H      1.577610   -0.291490    1.453850
H     -0.001980   -0.883870    0.851100
H      0.543960   -1.311480    2.502900
H     -0.157540    1.533010    1.523050
H     -1.182440    0.517320    2.578510
H      0.024570    2.152490    3.935950
H      0.627290    0.511270    4.309010
H      2.105650    3.068940    4.693590
H      2.709950    1.420110    5.047850
H      3.602800    2.475790    3.908690
","32

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.536090   -0.514590    1.740330
C     -0.135790    0.739470    2.294590
C      0.572160    1.285240    3.519470
O      1.883920    1.682380    3.149990
C      2.598740    2.183100    4.259120
H      1.577610   -0.291490    1.453850
H     -0.001980   -0.883870    0.851100
H      0.543960   -1.311480    2.502900
H     -0.157540    1.533010    1.523050
H     -1.182440    0.517320    2.578510
H      0.024570    2.152490    3.935950
H      2.105650    3.068940    4.693590
H      2.709950    1.420110    5.047850
H      3.602800    2.475790    3.908690
",29,C,"['C', 'O', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D39E0>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C(OC([H])([H])[H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
19,-4.xyz,C1CCCCC1_CCCOC,"33

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.536090   -0.514590    1.740330
C     -0.135790    0.739470    2.294590
C      0.572160    1.285240    3.519470
O      1.883920    1.682380    3.149990
C      2.598740    2.183100    4.259120
H      1.577610   -0.291490    1.453850
H     -0.001980   -0.883870    0.851100
H      0.543960   -1.311480    2.502900
H     -0.157540    1.533010    1.523050
H     -1.182440    0.517320    2.578510
H      0.024570    2.152490    3.935950
H      0.627290    0.511270    4.309010
H      2.105650    3.068940    4.693590
H      2.709950    1.420110    5.047850
H      3.602800    2.475790    3.908690
","32

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.536090   -0.514590    1.740330
C     -0.135790    0.739470    2.294590
C      0.572160    1.285240    3.519470
O      1.883920    1.682380    3.149990
C      2.598740    2.183100    4.259120
H      1.577610   -0.291490    1.453850
H     -0.001980   -0.883870    0.851100
H      0.543960   -1.311480    2.502900
H     -0.157540    1.533010    1.523050
H     -1.182440    0.517320    2.578510
H      0.024570    2.152490    3.935950
H      0.627290    0.511270    4.309010
H      2.709950    1.420110    5.047850
H      3.602800    2.475790    3.908690
",30,C,"['O', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3740>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
20,-6.xyz,C1CCCCC1_CCCOC,"33

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.667080   -0.483480    1.592430
C     -0.004800    0.770580    2.146690
C      0.703150    1.316340    3.371570
O      2.014910    1.713490    3.002090
C      2.729730    2.214200    4.111220
H      1.708600   -0.260380    1.305950
H      0.129010   -0.852770    0.703200
H      0.674950   -1.280380    2.355000
H     -0.026550    1.564110    1.375150
H     -1.051450    0.548420    2.430610
H      0.155560    2.183600    3.788050
H      0.758280    0.542370    4.161110
H      2.236640    3.100040    4.545690
H      2.840940    1.451210    4.899950
H      3.733790    2.506900    3.760790
","32

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.667080   -0.483480    1.592430
C     -0.004800    0.770580    2.146690
C      0.703150    1.316340    3.371570
O      2.014910    1.713490    3.002090
C      2.729730    2.214200    4.111220
H      1.708600   -0.260380    1.305950
H      0.129010   -0.852770    0.703200
H      0.674950   -1.280380    2.355000
H     -0.026550    1.564110    1.375150
H     -1.051450    0.548420    2.430610
H      0.155560    2.183600    3.788050
H      0.758280    0.542370    4.161110
H      2.236640    3.100040    4.545690
H      2.840940    1.451210    4.899950
H      3.733790    2.506900    3.760790
",10,C,"['C', 'C', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3510>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
21,-6.xyz,C1CCCCC1_CCCOC,"33

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.667080   -0.483480    1.592430
C     -0.004800    0.770580    2.146690
C      0.703150    1.316340    3.371570
O      2.014910    1.713490    3.002090
C      2.729730    2.214200    4.111220
H      1.708600   -0.260380    1.305950
H      0.129010   -0.852770    0.703200
H      0.674950   -1.280380    2.355000
H     -0.026550    1.564110    1.375150
H     -1.051450    0.548420    2.430610
H      0.155560    2.183600    3.788050
H      0.758280    0.542370    4.161110
H      2.236640    3.100040    4.545690
H      2.840940    1.451210    4.899950
H      3.733790    2.506900    3.760790
","32

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.667080   -0.483480    1.592430
C     -0.004800    0.770580    2.146690
C      0.703150    1.316340    3.371570
O      2.014910    1.713490    3.002090
C      2.729730    2.214200    4.111220
H      0.129010   -0.852770    0.703200
H      0.674950   -1.280380    2.355000
H     -0.026550    1.564110    1.375150
H     -1.051450    0.548420    2.430610
H      0.155560    2.183600    3.788050
H      0.758280    0.542370    4.161110
H      2.236640    3.100040    4.545690
H      2.840940    1.451210    4.899950
H      3.733790    2.506900    3.760790
",23,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3510>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C([H])C([H])([H])C([H])([H])OC([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
22,-6.xyz,C1CCCCC1_CCCOC,"33

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.667080   -0.483480    1.592430
C     -0.004800    0.770580    2.146690
C      0.703150    1.316340    3.371570
O      2.014910    1.713490    3.002090
C      2.729730    2.214200    4.111220
H      1.708600   -0.260380    1.305950
H      0.129010   -0.852770    0.703200
H      0.674950   -1.280380    2.355000
H     -0.026550    1.564110    1.375150
H     -1.051450    0.548420    2.430610
H      0.155560    2.183600    3.788050
H      0.758280    0.542370    4.161110
H      2.236640    3.100040    4.545690
H      2.840940    1.451210    4.899950
H      3.733790    2.506900    3.760790
","32

C      2.932240    3.203000   -0.212950
C      2.357220    1.788580   -0.313350
C      3.452350    0.737030   -0.122960
C      4.180880    0.939240    1.207330
C      4.755900    2.353650    1.307740
C      3.660770    3.405200    1.117340
H      2.124520    3.951920   -0.323260
H      3.649940    3.357530   -1.041480
H      1.592330    1.656050    0.475840
H      1.859100    1.647810   -1.291870
H      4.183520    0.827710   -0.949160
H      3.017050   -0.279760   -0.168840
H      4.988580    0.190300    1.317670
H      3.463160    0.784740    2.035850
H      5.520830    2.486190    0.518580
H      5.253990    2.494420    2.286280
H      4.096050    4.421990    1.163250
H      2.929590    3.314480    1.943540
C      0.667080   -0.483480    1.592430
C     -0.004800    0.770580    2.146690
C      0.703150    1.316340    3.371570
O      2.014910    1.713490    3.002090
C      2.729730    2.214200    4.111220
H      1.708600   -0.260380    1.305950
H      0.129010   -0.852770    0.703200
H      0.674950   -1.280380    2.355000
H     -0.026550    1.564110    1.375150
H     -1.051450    0.548420    2.430610
H      0.155560    2.183600    3.788050
H      2.236640    3.100040    4.545690
H      2.840940    1.451210    4.899950
H      3.733790    2.506900    3.760790
",29,C,"['C', 'O', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F95D3510>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C(OC([H])([H])[H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
